date,country,marketing_channel,signups,kyc_init,kyc_complete,card_activation,first_transaction
2/17/17,FRA,affiliate,98,75,52,41,32
2/17/17,ITA,organic search,98,78,58,48,34
2/17/17,FRA,friend referral,94,73,60,42,32
2/17/17,EST,direct,95,79,57,47,35
2/17/17,SVK,friend referral,97,75,51,41,36
2/17/17,ITA,app store,100,78,57,49,34
2/17/17,ESP,organic search,92,80,56,49,34
2/18/17,ESP,direct,96,74,52,46,35
2/18/17,FRA,direct,97,75,51,40,35
2/18/17,NOR,app store,99,75,52,40,31
2/18/17,GRC,app store,98,71,58,49,30
2/18/17,PRT,paid search,92,71,50,48,31
2/18/17,BEL,friend referral,90,71,56,49,36
2/18/17,ITA,brand influencer,92,78,52,46,31
2/18/17,ESP,affiliate,92,70,57,46,36
2/18/17,ESP,organic search,92,80,56,47,32
2/18/17,EST,direct,94,75,51,44,30
2/19/17,PRT,paid search,90,75,54,45,39
2/19/17,ITA,affiliate,93,73,60,48,36
2/19/17,NOR,paid social,99,75,59,45,40
2/19/17,BEL,app store,96,72,59,40,40
2/19/17,PRT,friend referral,92,70,58,47,39
2/19/17,ESP,paid social,96,72,50,48,33
2/19/17,PRT,display,99,77,58,40,32
2/19/17,FRA,brand influencer,94,76,54,42,31
2/19/17,EST,affiliate,96,75,55,47,40
2/19/17,BEL,paid search,94,78,58,49,32
2/19/17,FRA,friend referral,97,75,52,49,32
2/19/17,GRC,direct,99,75,51,42,35
2/19/17,GRC,app store,92,77,56,45,38
2/19/17,EST,affiliate,90,74,54,41,36
2/19/17,DEU,affiliate,98,70,50,40,33
2/19/17,ESP,paid search,90,74,52,47,31
2/19/17,PRT,paid search,100,80,56,41,38
2/20/17,DEU,other organic,94,76,50,47,39
2/20/17,ITA,app store,100,77,57,44,34
2/20/17,PRT,other organic,99,72,50,41,38
2/20/17,SVK,app store,92,76,51,44,37
2/20/17,FRA,friend referral,96,80,50,48,35
2/20/17,DEU,paid search,100,78,52,41,38
2/20/17,IRL,friend referral,95,71,54,42,40
2/20/17,DEU,other organic,97,70,52,42,31
2/20/17,ITA,paid social,90,74,52,43,38
2/21/17,NOR,partnership,96,74,50,40,32
2/21/17,BEL,paid social,97,74,53,49,30
2/21/17,POL,partnership,100,73,58,47,37
2/21/17,SVK,affiliate,93,70,58,42,33
2/21/17,DEU,paid social,100,73,57,43,33
2/21/17,IRL,affiliate,98,80,60,50,32
2/21/17,SVK,organic search,99,71,50,48,39
2/21/17,ESP,friend referral,93,75,53,45,40
2/21/17,GRC,paid search,92,74,55,50,40
2/21/17,SVK,paid search,98,70,52,47,31
2/21/17,FRA,direct,99,76,51,44,38
2/22/17,ITA,brand influencer,98,70,60,46,33
2/22/17,IRL,affiliate,98,70,53,50,34
2/22/17,BEL,partnership,97,70,57,46,31
2/22/17,GRC,app store,92,79,57,44,39
2/22/17,SVK,affiliate,92,75,52,47,33
2/22/17,BEL,paid search,94,70,52,45,33
2/22/17,SVK,app store,96,80,53,44,30
2/22/17,BEL,other organic,100,76,50,40,32
2/22/17,FRA,app store,92,75,59,50,34
2/22/17,PRT,app store,91,73,60,42,33
2/22/17,IRL,paid search,95,79,54,50,30
2/23/17,IRL,friend referral,100,79,57,49,32
2/23/17,DEU,organic search,96,80,53,45,34
2/23/17,SVK,direct,100,75,51,46,31
2/23/17,FRA,other organic,90,70,51,49,32
2/23/17,ITA,affiliate,90,80,59,48,31
2/23/17,GRC,other organic,95,76,55,49,34
2/23/17,SVK,other organic,100,72,50,49,30
2/23/17,BEL,app store,98,70,60,42,32
2/23/17,DEU,organic search,99,76,55,44,40
2/23/17,BEL,other organic,94,73,59,50,36
2/23/17,SVK,friend referral,95,78,56,42,37
2/23/17,ITA,direct,97,74,56,49,34
2/23/17,FRA,friend referral,98,75,50,40,33
2/23/17,ESP,direct,98,70,59,46,32
2/24/17,POL,display,91,76,50,41,35
2/24/17,ITA,other organic,98,77,54,47,39
2/24/17,IRL,paid social,98,74,55,42,38
2/24/17,FRA,partnership,99,76,55,50,39
2/24/17,ESP,other organic,100,71,59,41,37
2/24/17,IRL,organic search,98,77,53,40,33
2/24/17,EST,other organic,100,74,55,47,32
2/24/17,EST,organic search,93,75,55,41,35
2/24/17,BEL,friend referral,99,73,56,47,36
2/24/17,IRL,organic search,99,77,56,42,35
2/24/17,DEU,app store,97,80,54,50,37
2/24/17,SVK,paid search,93,71,51,50,34
2/24/17,IRL,organic search,95,75,56,48,31
2/24/17,PRT,other organic,95,79,56,49,37
2/24/17,FRA,friend referral,94,71,59,43,37
2/25/17,DEU,other organic,94,72,50,49,36
2/25/17,BEL,organic search,91,78,57,47,37
2/25/17,ITA,friend referral,97,79,52,42,35
2/25/17,IRL,other organic,95,78,51,45,33
2/25/17,ESP,affiliate,98,71,52,45,34
2/25/17,DEU,paid search,97,75,51,50,39
2/25/17,ITA,organic search,90,73,57,40,33
2/26/17,ESP,partnership,100,70,54,45,32
2/26/17,PRT,app store,95,75,57,43,30
2/26/17,ITA,affiliate,94,76,57,46,32
2/26/17,ESP,affiliate,94,76,58,43,39
2/26/17,ITA,other organic,94,71,56,46,31
2/26/17,BEL,direct,92,78,59,42,36
2/26/17,BEL,other organic,92,79,50,40,36
2/26/17,ESP,paid social,92,80,50,43,36
2/27/17,GRC,affiliate,98,80,58,50,32
2/27/17,BEL,friend referral,100,79,57,48,36
2/27/17,POL,paid search,91,70,53,40,35
2/27/17,FRA,affiliate,94,79,51,41,33
2/27/17,ESP,friend referral,90,70,60,42,30
2/27/17,DEU,organic search,100,71,53,47,35
2/27/17,ESP,organic search,94,76,50,45,32
2/27/17,ITA,affiliate,95,78,50,40,31
2/27/17,EST,app store,99,79,55,49,37
2/27/17,DEU,direct,91,73,57,48,30
2/27/17,PRT,other organic,100,74,50,48,38
2/27/17,GRC,other organic,92,70,55,44,38
2/27/17,ITA,app store,99,75,52,44,31
2/27/17,ESP,paid search,97,70,59,50,37
2/27/17,GRC,organic search,91,76,57,49,31
2/27/17,SVK,paid search,96,73,50,45,30
2/28/17,FRA,paid search,92,77,60,45,39
2/28/17,GRC,other organic,93,74,55,46,37
2/28/17,BEL,paid social,97,75,50,47,38
2/28/17,FRA,organic search,96,71,60,40,40
2/28/17,GRC,friend referral,94,75,60,47,31
2/28/17,DEU,affiliate,91,70,58,40,33
2/28/17,FRA,other organic,91,71,60,42,35
2/28/17,PRT,paid search,98,75,51,48,36
2/28/17,SVK,organic search,94,73,54,43,35
2/28/17,BEL,affiliate,97,70,56,43,37
3/1/17,PRT,display,96,80,60,50,33
3/1/17,SVK,app store,98,75,56,42,32
3/1/17,PRT,organic search,94,73,60,44,39
3/1/17,SVK,paid search,94,71,59,42,38
3/1/17,DEU,organic search,93,73,50,43,33
3/1/17,IRL,other organic,91,71,54,47,30
3/1/17,FRA,paid social,98,71,50,42,30
3/2/17,EST,paid social,98,71,50,42,38
3/2/17,FRA,partnership,98,73,59,50,32
3/2/17,POL,other organic,95,78,57,45,32
3/2/17,POL,friend referral,91,80,52,44,30
3/2/17,ESP,app store,98,76,50,48,32
3/2/17,FRA,organic search,91,78,55,45,30
3/2/17,BEL,app store,99,74,55,40,36
3/2/17,ITA,friend referral,100,73,54,43,30
3/2/17,FRA,affiliate,95,77,53,48,30
3/2/17,IRL,other organic,95,80,57,40,35
3/2/17,GRC,app store,90,76,50,48,37
3/3/17,DEU,paid social,92,79,54,42,31
3/3/17,NOR,partnership,95,79,60,49,36
3/3/17,PRT,paid social,95,75,56,47,37
3/3/17,IRL,paid social,98,75,53,46,30
3/3/17,FRA,partnership,97,78,54,41,40
3/3/17,ITA,other organic,94,78,50,44,34
3/3/17,EST,organic search,98,72,57,44,39
3/3/17,GRC,friend referral,97,79,57,41,35
3/3/17,FRA,paid social,99,74,51,43,37
3/3/17,EST,friend referral,100,79,59,50,38
3/3/17,ESP,paid social,98,79,54,44,31
3/3/17,SVK,friend referral,96,70,52,44,36
3/3/17,PRT,app store,98,74,59,41,30
3/3/17,FRA,other organic,96,79,58,44,38
3/4/17,PRT,app store,100,77,53,44,30
3/4/17,ITA,display,100,78,56,41,40
3/4/17,NOR,app store,92,77,59,49,40
3/4/17,GRC,organic search,99,71,53,50,33
3/4/17,SVK,direct,97,77,58,42,34
3/4/17,PRT,direct,97,73,55,42,38
3/4/17,EST,organic search,92,77,59,47,34
3/4/17,EST,app store,99,74,58,50,38
3/4/17,EST,app store,92,73,60,49,35
3/4/17,GRC,organic search,99,80,53,48,40
3/5/17,FRA,brand influencer,90,77,51,43,38
3/5/17,PRT,affiliate,99,76,58,44,33
3/5/17,ITA,partnership,97,78,60,47,36
3/5/17,PRT,affiliate,91,73,56,48,34
3/5/17,NOR,affiliate,92,73,51,42,30
3/5/17,DEU,paid social,91,80,52,50,37
3/5/17,IRL,friend referral,92,77,57,41,37
3/5/17,GRC,display,94,71,59,40,34
3/5/17,FRA,organic search,91,76,50,47,32
3/5/17,GRC,friend referral,94,77,57,42,31
3/5/17,BEL,paid search,99,79,56,42,37
3/5/17,SVK,other organic,97,73,55,49,30
3/6/17,GRC,partnership,100,72,56,44,37
3/6/17,GRC,organic search,92,78,58,43,32
3/6/17,IRL,paid social,91,78,54,50,40
3/6/17,ESP,paid search,94,72,51,45,38
3/6/17,FRA,affiliate,93,76,50,42,40
3/6/17,BEL,app store,90,73,52,50,30
3/6/17,ESP,paid social,94,74,57,49,31
3/6/17,PRT,friend referral,92,71,55,42,38
3/6/17,ESP,paid search,90,75,54,48,33
3/6/17,DEU,direct,96,71,53,42,40
3/6/17,ITA,other organic,92,76,52,45,31
3/6/17,DEU,affiliate,96,75,57,42,36
3/7/17,EST,direct,91,77,59,48,40
3/7/17,GRC,organic search,98,75,54,40,37
3/7/17,DEU,brand influencer,100,76,58,40,31
3/7/17,GRC,affiliate,92,70,57,45,35
3/7/17,DEU,display,100,78,52,48,38
3/7/17,PRT,paid search,94,77,56,41,39
3/7/17,BEL,direct,90,73,59,45,37
3/7/17,FRA,display,90,74,58,44,32
3/7/17,DEU,affiliate,92,71,59,47,36
3/7/17,FRA,paid search,98,77,54,48,36
3/8/17,FRA,paid search,99,75,53,43,39
3/8/17,IRL,partnership,97,80,50,44,39
3/8/17,EST,organic search,95,77,50,46,35
3/8/17,BEL,direct,99,79,60,40,39
3/8/17,ESP,paid search,95,80,50,41,39
3/8/17,GRC,organic search,91,74,53,45,38
3/8/17,BEL,paid social,90,78,54,43,39
3/8/17,BEL,paid social,98,80,58,50,38
3/9/17,DEU,partnership,91,78,58,43,38
3/9/17,SVK,partnership,97,73,54,47,33
3/9/17,ITA,affiliate,93,76,57,49,37
3/9/17,ESP,direct,98,76,52,46,38
3/9/17,IRL,affiliate,100,75,51,49,36
3/9/17,ESP,affiliate,98,70,58,41,36
3/9/17,PRT,partnership,95,76,57,46,36
3/9/17,ITA,direct,100,70,58,41,37
3/9/17,EST,app store,92,72,57,43,37
3/9/17,ESP,affiliate,98,80,50,43,37
3/9/17,SVK,app store,90,75,55,48,34
3/9/17,SVK,organic search,96,79,51,45,40
3/9/17,EST,friend referral,99,78,53,48,38
3/9/17,PRT,affiliate,98,80,60,43,30
3/9/17,EST,direct,100,79,50,50,40
3/9/17,BEL,friend referral,99,80,50,47,35
3/9/17,DEU,other organic,94,71,55,49,31
3/9/17,BEL,affiliate,100,74,50,45,31
3/10/17,DEU,affiliate,93,76,55,49,37
3/10/17,ESP,organic search,90,74,52,50,40
3/10/17,ITA,app store,95,71,59,46,30
3/10/17,EST,paid social,90,77,57,42,32
3/10/17,DEU,paid search,97,76,54,48,40
3/10/17,GRC,friend referral,92,71,56,48,33
3/10/17,SVK,direct,97,70,54,45,33
3/10/17,EST,organic search,93,79,58,46,38
3/10/17,PRT,app store,98,70,53,42,34
3/11/17,NOR,affiliate,99,75,50,49,31
3/11/17,POL,friend referral,97,79,54,48,33
3/11/17,BEL,app store,99,76,55,47,39
3/11/17,SVK,organic search,91,73,57,40,30
3/11/17,IRL,other organic,96,70,56,43,31
3/11/17,ESP,display,97,72,56,48,40
3/11/17,PRT,friend referral,93,80,52,42,39
3/11/17,FRA,brand influencer,96,75,54,49,33
3/11/17,BEL,paid social,91,70,50,41,33
3/11/17,PRT,paid search,91,72,53,43,36
3/11/17,ITA,organic search,97,72,50,48,40
3/11/17,BEL,app store,100,77,54,46,40
3/11/17,FRA,friend referral,96,79,52,48,40
3/11/17,FRA,affiliate,92,73,59,50,34
3/11/17,PRT,affiliate,97,80,59,48,31
3/11/17,PRT,organic search,94,73,60,42,40
3/11/17,FRA,organic search,100,72,53,42,38
3/12/17,DEU,partnership,90,77,52,46,31
3/12/17,FRA,display,97,72,59,44,33
3/12/17,BEL,organic search,97,79,59,46,32
3/12/17,DEU,affiliate,97,76,56,45,40
3/12/17,FRA,friend referral,99,71,54,47,35
3/12/17,SVK,friend referral,97,74,53,40,38
3/12/17,FRA,other organic,95,77,53,41,37
3/12/17,ESP,direct,97,79,56,40,38
3/12/17,FRA,paid social,97,80,50,47,31
3/12/17,PRT,organic search,100,80,53,43,33
3/12/17,ITA,direct,90,72,59,49,36
3/12/17,FRA,direct,93,72,54,44,37
3/13/17,IRL,affiliate,94,77,58,49,33
3/13/17,BEL,direct,94,80,53,48,37
3/13/17,POL,direct,93,80,52,42,33
3/13/17,POL,partnership,95,72,60,43,34
3/13/17,BEL,affiliate,97,70,58,42,30
3/13/17,POL,friend referral,98,77,55,40,30
3/13/17,BEL,direct,97,80,54,49,31
3/13/17,BEL,other organic,100,74,56,41,32
3/13/17,SVK,app store,96,73,51,42,34
3/13/17,IRL,direct,90,79,59,46,34
3/13/17,PRT,other organic,99,75,55,45,34
3/13/17,DEU,app store,99,71,59,41,38
3/13/17,PRT,direct,94,77,53,44,38
3/14/17,POL,app store,97,71,54,40,39
3/14/17,BEL,direct,90,73,52,48,30
3/14/17,PRT,organic search,90,73,55,46,34
3/14/17,GRC,other organic,94,74,54,49,40
3/14/17,PRT,paid social,97,72,56,47,38
3/14/17,GRC,paid social,91,72,50,44,31
3/14/17,ESP,friend referral,93,77,56,47,31
3/15/17,EST,friend referral,96,71,60,48,32
3/15/17,ESP,partnership,98,74,59,42,38
3/15/17,ESP,friend referral,92,77,52,41,35
3/15/17,ITA,affiliate,99,74,57,41,35
3/15/17,ITA,affiliate,98,79,56,41,36
3/15/17,BEL,display,95,77,56,50,30
3/15/17,PRT,direct,100,79,59,45,31
3/15/17,FRA,brand influencer,92,79,51,49,30
3/15/17,ESP,direct,96,74,59,48,30
3/15/17,FRA,affiliate,94,77,60,45,36
3/15/17,ITA,display,94,78,57,46,34
3/15/17,FRA,direct,91,79,53,43,30
3/15/17,DEU,paid social,92,77,56,44,37
3/15/17,ESP,paid search,91,76,56,50,31
3/15/17,FRA,affiliate,97,78,60,43,33
3/15/17,DEU,organic search,93,79,57,41,40
3/15/17,IRL,paid social,97,77,58,45,32
3/16/17,FRA,partnership,96,71,56,44,31
3/16/17,ESP,direct,100,71,56,42,39
3/16/17,FRA,direct,100,73,50,44,30
3/16/17,NOR,partnership,98,80,55,47,37
3/16/17,PRT,affiliate,95,75,51,46,35
3/16/17,GRC,friend referral,96,72,59,43,31
3/16/17,BEL,organic search,100,74,59,44,40
3/16/17,PRT,other organic,92,73,50,41,31
3/16/17,SVK,other organic,95,72,57,49,33
3/17/17,DEU,paid social,96,80,56,40,40
3/17/17,FRA,other organic,91,70,60,48,38
3/17/17,BEL,direct,96,71,56,45,34
3/17/17,SVK,paid search,94,75,59,44,37
3/17/17,GRC,direct,94,73,55,46,37
3/17/17,FRA,other organic,100,70,57,41,35
3/18/17,NOR,app store,97,75,57,41,38
3/18/17,BEL,direct,92,79,54,45,40
3/18/17,EST,organic search,94,71,51,49,32
3/18/17,BEL,paid social,97,75,54,42,33
3/19/17,IRL,other organic,98,70,58,43,34
3/19/17,ESP,other organic,100,80,50,45,36
3/19/17,ESP,other organic,90,79,51,50,32
3/19/17,PRT,paid search,99,79,50,45,37
3/19/17,FRA,app store,100,76,57,43,34
3/19/17,ITA,display,97,71,57,50,38
3/19/17,DEU,organic search,92,72,54,48,37
3/19/17,BEL,affiliate,94,70,56,42,37
3/19/17,IRL,paid search,100,77,51,42,36
3/19/17,IRL,paid search,99,72,53,43,39
3/19/17,ESP,friend referral,98,71,54,45,34
3/19/17,DEU,other organic,92,72,58,45,39
3/19/17,IRL,affiliate,100,71,59,42,33
3/19/17,FRA,paid social,94,80,55,45,30
3/20/17,GRC,organic search,100,78,59,50,33
3/20/17,GRC,organic search,97,75,60,43,34
3/20/17,GRC,paid social,93,71,51,44,36
3/20/17,DEU,direct,92,77,53,41,34
3/20/17,EST,paid search,98,77,51,46,35
3/20/17,GRC,paid search,98,72,52,45,38
3/20/17,ITA,other organic,98,71,57,46,34
3/20/17,GRC,organic search,97,74,57,43,38
3/20/17,DEU,other organic,91,77,50,48,30
3/21/17,ITA,organic search,96,73,52,49,31
3/21/17,POL,affiliate,100,79,58,49,30
3/21/17,PRT,organic search,90,79,57,47,36
3/21/17,BEL,display,99,79,57,45,37
3/21/17,FRA,paid search,99,79,50,40,30
3/21/17,IRL,app store,90,70,51,50,35
3/21/17,ESP,other organic,93,76,58,48,33
3/21/17,DEU,other organic,97,77,56,43,40
3/21/17,ITA,organic search,95,78,57,47,34
3/21/17,DEU,affiliate,97,79,57,49,30
3/21/17,ITA,organic search,95,70,58,50,35
3/21/17,FRA,paid search,90,78,51,43,31
3/21/17,GRC,app store,92,75,51,44,33
3/21/17,GRC,direct,98,74,57,44,40
3/21/17,BEL,app store,94,76,55,48,40
3/21/17,DEU,paid search,92,76,51,50,33
3/21/17,DEU,affiliate,92,80,59,49,33
3/22/17,ITA,display,90,79,52,48,38
3/22/17,ITA,direct,98,74,55,49,35
3/22/17,SVK,other organic,90,71,55,50,30
3/22/17,EST,paid social,90,71,51,45,39
3/22/17,PRT,direct,96,71,60,43,31
3/22/17,EST,app store,99,80,56,49,33
3/22/17,BEL,affiliate,99,79,52,47,36
3/22/17,BEL,app store,94,77,57,40,31
3/22/17,FRA,brand influencer,96,78,54,50,37
3/22/17,EST,paid social,96,73,60,50,39
3/22/17,EST,direct,99,78,56,48,39
3/22/17,BEL,friend referral,90,76,50,44,37
3/22/17,FRA,app store,91,72,50,40,36
3/22/17,ESP,display,94,77,58,40,33
3/22/17,ESP,display,94,76,56,44,31
3/22/17,IRL,app store,92,71,55,48,32
3/22/17,IRL,friend referral,96,79,56,48,31
3/22/17,PRT,app store,94,77,51,47,35
3/22/17,IRL,direct,100,74,57,47,30
3/22/17,BEL,organic search,100,71,58,42,30
3/22/17,FRA,paid search,99,79,53,48,30
3/23/17,POL,direct,92,77,53,40,36
3/23/17,PRT,friend referral,98,74,59,40,34
3/23/17,POL,paid search,99,75,56,41,36
3/23/17,GRC,affiliate,96,71,55,42,36
3/23/17,BEL,partnership,94,72,55,47,37
3/23/17,EST,friend referral,95,73,58,50,33
3/23/17,EST,app store,93,77,54,49,36
3/23/17,FRA,direct,96,74,53,46,30
3/23/17,ITA,friend referral,93,78,55,40,39
3/23/17,IRL,direct,96,80,55,48,39
3/24/17,SVK,paid social,93,76,55,41,33
3/24/17,GRC,app store,95,75,57,41,35
3/24/17,ITA,brand influencer,98,75,60,47,39
3/24/17,BEL,organic search,100,75,59,47,31
3/24/17,ITA,organic search,93,80,58,44,35
3/24/17,EST,paid social,97,75,53,44,40
3/24/17,EST,paid social,92,80,51,43,39
3/24/17,DEU,display,99,76,50,47,40
3/24/17,ITA,app store,94,79,59,45,35
3/24/17,SVK,paid search,92,76,51,50,32
3/25/17,ITA,other organic,95,74,56,41,33
3/25/17,EST,display,98,74,56,42,38
3/25/17,ITA,display,99,77,60,50,33
3/25/17,EST,app store,100,80,55,44,31
3/25/17,FRA,other organic,98,71,57,47,37
3/25/17,DEU,partnership,91,78,52,44,34
3/25/17,EST,organic search,97,76,59,49,31
3/25/17,ITA,app store,100,79,58,43,30
3/25/17,BEL,brand influencer,90,73,52,43,33
3/25/17,PRT,affiliate,98,72,50,48,31
3/25/17,FRA,affiliate,96,74,54,47,38
3/25/17,ESP,app store,99,77,59,41,30
3/25/17,FRA,friend referral,96,76,53,43,31
3/25/17,IRL,organic search,93,79,50,40,38
3/25/17,FRA,app store,99,77,57,49,38
3/25/17,ESP,friend referral,92,73,58,47,36
3/25/17,ESP,paid search,91,76,56,40,39
3/26/17,POL,paid social,97,75,56,48,40
3/26/17,ESP,paid search,100,80,54,43,32
3/26/17,BEL,display,98,75,54,48,40
3/26/17,IRL,app store,97,77,57,41,40
3/26/17,ITA,app store,97,73,57,45,38
3/26/17,EST,friend referral,100,71,59,46,34
3/26/17,EST,friend referral,100,74,60,40,30
3/26/17,FRA,other organic,97,72,55,41,40
3/26/17,ITA,app store,98,73,55,44,33
3/26/17,BEL,other organic,96,80,59,45,33
3/27/17,FRA,organic search,96,72,54,42,38
3/27/17,SVK,paid social,92,73,57,43,31
3/27/17,DEU,friend referral,99,79,56,45,32
3/27/17,ESP,paid search,99,71,53,42,40
3/27/17,SVK,paid search,95,70,56,46,35
3/27/17,IRL,paid search,96,79,55,42,39
3/27/17,GRC,app store,94,78,51,48,34
3/27/17,BEL,friend referral,90,76,50,46,30
3/27/17,IRL,affiliate,99,73,53,48,39
3/27/17,PRT,organic search,99,75,56,40,33
3/27/17,IRL,organic search,94,79,55,44,36
3/27/17,EST,paid social,91,75,57,50,32
3/28/17,IRL,other organic,100,74,53,48,35
3/28/17,GRC,display,96,76,51,46,31
3/28/17,BEL,app store,98,73,56,49,36
3/28/17,BEL,paid search,97,70,60,45,34
3/28/17,IRL,app store,92,72,53,40,34
3/28/17,DEU,app store,93,75,53,40,33
3/28/17,BEL,other organic,91,74,55,46,34
3/28/17,PRT,paid social,97,72,59,41,32
3/28/17,SVK,app store,93,78,54,40,39
3/28/17,EST,organic search,99,77,55,49,32
3/28/17,PRT,paid social,91,77,53,48,33
3/29/17,FRA,other organic,100,77,59,45,30
3/29/17,NOR,paid search,92,70,60,41,36
3/29/17,IRL,affiliate,90,74,59,44,35
3/29/17,SVK,direct,93,73,55,42,32
3/29/17,GRC,paid search,100,76,55,44,40
3/29/17,BEL,paid social,93,71,56,42,39
3/29/17,EST,friend referral,91,76,60,50,31
3/29/17,ITA,organic search,99,72,50,48,31
3/29/17,BEL,paid social,91,73,54,40,37
3/29/17,EST,other organic,100,78,50,41,34
3/29/17,ESP,other organic,91,76,59,42,37
3/29/17,BEL,direct,96,78,55,45,38
3/29/17,GRC,other organic,94,78,60,41,30
3/30/17,DEU,friend referral,100,70,51,40,39
3/30/17,FRA,paid social,97,75,57,46,40
3/30/17,PRT,paid search,94,74,57,41,32
3/30/17,POL,app store,98,77,52,45,33
3/30/17,PRT,affiliate,91,80,60,50,38
3/30/17,BEL,app store,100,73,55,49,40
3/30/17,SVK,direct,93,72,56,49,40
3/30/17,ITA,friend referral,100,76,59,44,39
3/30/17,IRL,friend referral,100,78,50,47,32
3/30/17,SVK,organic search,92,79,53,47,36
4/1/17,EST,friend referral,93,78,52,46,34
4/1/17,FRA,partnership,90,73,52,43,39
4/1/17,BEL,display,93,71,58,44,36
4/1/17,ITA,direct,95,80,57,46,36
4/1/17,NOR,app store,96,76,50,40,33
4/1/17,BEL,friend referral,98,70,57,47,39
4/1/17,SVK,other organic,100,71,60,45,31
4/1/17,DEU,friend referral,99,71,55,47,36
4/1/17,PRT,display,99,75,58,46,35
4/1/17,IRL,affiliate,92,78,54,41,37
4/1/17,SVK,paid social,90,70,52,47,36
4/1/17,IRL,friend referral,94,80,50,44,38
4/1/17,BEL,friend referral,90,76,52,42,35
4/1/17,ITA,direct,96,71,54,43,38
4/1/17,ITA,paid social,94,79,55,50,32
4/1/17,IRL,affiliate,97,76,52,46,33
4/1/17,BEL,app store,91,76,50,50,30
4/1/17,SVK,other organic,93,80,58,43,40
4/1/17,BEL,paid search,99,75,53,45,32
4/1/17,ITA,paid search,96,73,56,40,40
4/1/17,ITA,organic search,92,76,58,40,36
4/1/17,EST,direct,90,73,53,49,37
4/2/17,SVK,direct,90,78,55,41,40
4/2/17,DEU,friend referral,94,71,60,43,36
4/2/17,FRA,other organic,95,80,56,42,37
4/2/17,ITA,app store,98,74,60,47,38
4/2/17,BEL,other organic,90,72,55,41,37
4/2/17,IRL,affiliate,90,78,57,45,33
4/3/17,DEU,app store,99,77,56,48,30
4/3/17,IRL,friend referral,92,71,59,50,40
4/3/17,BEL,other organic,100,79,58,48,33
4/3/17,BEL,organic search,96,72,59,40,37
4/3/17,SVK,paid social,97,76,50,40,32
4/3/17,GRC,friend referral,90,70,56,40,38
4/3/17,SVK,app store,99,70,50,44,31
4/3/17,PRT,paid search,97,74,50,49,35
4/3/17,BEL,paid social,90,78,52,41,38
4/3/17,FRA,organic search,99,75,51,45,32
4/3/17,EST,app store,91,72,51,50,35
4/3/17,PRT,other organic,93,73,50,47,30
4/3/17,ITA,other organic,93,74,56,45,34
4/3/17,IRL,paid search,99,72,53,42,37
4/4/17,ITA,app store,96,70,51,48,31
4/4/17,POL,paid social,96,71,60,47,34
4/4/17,POL,partnership,95,76,60,40,34
4/4/17,ESP,friend referral,90,73,57,48,35
4/4/17,ITA,friend referral,94,76,59,48,40
4/4/17,ESP,organic search,100,75,53,48,40
4/4/17,ITA,paid social,94,77,60,41,37
4/4/17,EST,affiliate,99,73,52,43,36
4/4/17,PRT,paid search,95,76,56,47,33
4/4/17,EST,organic search,98,70,60,50,32
4/4/17,DEU,affiliate,94,73,58,43,38
4/4/17,ITA,other organic,93,76,53,48,35
4/5/17,POL,display,90,74,50,48,38
4/5/17,DEU,brand influencer,91,74,55,43,36
4/5/17,SVK,friend referral,99,72,51,46,35
4/5/17,EST,app store,100,72,60,43,37
4/5/17,BEL,paid search,93,75,50,46,39
4/5/17,ITA,paid search,98,73,55,40,36
4/5/17,IRL,friend referral,96,74,53,42,40
4/6/17,GRC,display,92,71,55,49,34
